12.0350762587  2.98849819996
12.96035599  2.98849819996
16.1853160212  2.97704049705
19.5811914865  2.97704049705
23.4402157532  2.96562672222
28.6599201682  2.93164728517
36.5569630963  2.88694621829
44.2270570198  2.82116934777
56.4135169198  2.68374857468
65.4213262038  2.54323353125
77.4901307193  2.34613426327
90.8192691404  2.12313789794
94.7457559103  2.05099167383
105.320805304  1.89932276914
114.624563807  1.77925592331
124.750191475  1.67319409089
134.341225313  1.56742210719
146.208570171  1.47398773461
162.527642583  1.37024114159
175.023079272  1.30851266191
198.719555766  1.2210946235
230.450033798  1.14390238304
264.434127616  1.10079488627
323.318738488  1.05931187801
367.093050529  1.03517626377
416.793992137  1.02725388628
478.257928149  1.01939214007
572.512098113  1.01159056112
