0.58740692111  2.69516728625
0.822656491281  2.68773234201
1.17183099701  2.66542750929
1.8158271518  2.64312267658
3.00996656406  2.61338289963
4.28780778557  2.58364312268
5.6149497558  2.55390334572
8.2731695454  2.51672862454
11.5893781042  2.47955390335
15.9647789471  2.43494423792
17.6641589478  2.42007434944
22.3682841091  2.37546468401
27.8522164943  2.33085501859
34.1036941236  2.27881040892
40.375494847  2.22676579926
47.0084624379  2.15985130112
52.0253293982  2.11524163569
61.61226781  2.02602230483
69.3672572691  1.94423791822
78.1227952429  1.82527881041
83.6232918931  1.74349442379
88.0220169702  1.65427509294
94.2725949748  1.50557620818
95.9214094421  1.44609665428
100.941759326  1.38661710037
104.431621319  1.34944237918
109.890501262  1.29739776952
119.610108865  1.23048327138
127.999606278  1.17843866171
149.055626883  1.08921933086
179.475266864  1.02973977695
195.263939893  1.01486988848
227.242702312  1
950.740856129  1
