12.1045615682  3
13.4513882071  3
15.5923784288  3
18.0727918357  2.98837650926
20.7279485431  2.97679805369
23.7749590491  2.97679805369
28.4389337612  2.94233115657
34.3786363489  2.90826333489
39.0068406881  2.86345237798
43.337282866  2.83029785532
51.268043586  2.72253037594
58.7606238764  2.6188662914
63.8924306527  2.52894775959
68.0269804365  2.45161534835
74.735831315  2.34002793304
80.3860255082  2.224865752
88.2873967279  2.09087831074
101.084610303  1.90487366493
108.694409381  1.78322105598
118.11666526  1.66933765374
129.67833647  1.53864855058
138.02879402  1.46861561701
158.047781343  1.3431716078
184.829258989  1.2284425871
207.37176608  1.16798598928
232.698343033  1.11916026916
261.176499035  1.08493759222
287.105038172  1.06822071136
318.954941914  1.0517614067
385.513784581  1.03154345207
456.301229855  1.01959971205
540.126825837  1.01171414613
